image_path,filename,true_stage,pred_stage,probs,viewpoint
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,6,6,"[0.0441036178811936, 0.0, 0.20322330042709413, 0.0940160837447488, 0.6187752131847427, 0.03988178476222075]",left
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,6,6,"[0.0, 0.0, 0.0, 0.0, 0.8208642983144225, 0.17913570168557755]",left
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,6,6,"[0.0, 0.0, 0.0, 0.0, 0.5991482899677182, 0.40085171003228176]",top-down
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,6,7,"[0.0, 0.0, 0.044651247670708806, 0.14782725681374898, 0.22218976488300637, 0.5853317306325357]",top-down
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,6,6,"[0.0, 0.0, 0.046930919218125214, 0.15259315576360977, 0.40473936907973107, 0.3957365559385339]",top-down
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,6,7,"[0.10665453932414952, 0.05270828518618513, 0.0, 0.05627013735361668, 0.2884156364274894, 0.49595140170855917]",top-down
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,6,7,"[0.0, 0.0, 0.0, 0.1845308128747958, 0.40293591905054676, 0.4125332680746574]",top-down
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,6,7,"[0.15462695415851696, 0.14616555624958158, 0.0, 0.0, 0.2367144609688568, 0.4624930286230448]",front
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,6,7,"[0.047163225096999425, 0.31764590157645145, 0.04487472282505147, 0.09997228813687974, 0.04549368149897006, 0.44485018086564776]",front
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,6,7,"[0.16907548174871748, 0.2301727556604419, 0.05006804485852791, 0.04844634558282058, 0.21250535280310098, 0.28973201934639103]",front
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,6,6,"[0.1318266479312163, 0.13358889491773454, 0.04638221494526877, 0.04317319887535079, 0.5624244462630298, 0.08260459706739973]",left
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,6,2,"[0.38064727596021475, 0.0, 0.18450931353989086, 0.09586620553191551, 0.3389772049679789, 0.0]",left
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,6,6,"[0.0416390522867231, 0.08955458188946433, 0.09927378141129145, 0.09129649354446707, 0.5499983670776731, 0.1282377237903809]",left
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,7,7,"[0.049812062708039534, 0.0, 0.08123861295708606, 0.15344681567489843, 0.19748734268343424, 0.5180151659765416]",left
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,7,7,"[0.0, 0.0, 0.0, 0.0, 0.0788468011042492, 0.9211531988957509]",left
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,7,7,"[0.0, 0.048921235716870425, 0.050166696087353586, 0.04805882317777381, 0.09356523786777178, 0.7592880071502304]",left
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,7,6,"[0.0, 0.0, 0.08286383559859392, 0.0, 0.608212729370249, 0.3089234350311571]",top-down
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,7,7,"[0.0, 0.0, 0.0, 0.047712977085378486, 0.30952710042329606, 0.6427599224913254]",top-down
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,7,7,"[0.0, 0.0, 0.05113908234228505, 0.0, 0.4473010569325154, 0.5015598607251995]",top-down
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,7,7,"[0.0, 0.04061719920776818, 0.0, 0.1941749126575772, 0.2710210960515872, 0.49418679208306754]",right
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,7,7,"[0.0, 0.04517937142721482, 0.0, 0.048341908984961206, 0.20014101809388693, 0.706337701493937]",right
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,7,7,"[0.0, 0.09667239528424215, 0.0, 0.14578814173713522, 0.29137542251694043, 0.4661640404616822]",left
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,7,7,"[0.0, 0.0, 0.0, 0.050853437081572424, 0.24531545892162704, 0.7038311039968006]",left
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,7,7,"[0.1579734522513045, 0.05152454742458646, 0.04647731432901845, 0.0971865833497235, 0.14211345701395617, 0.504724645631411]",left
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,7,6,"[0.030904884318095464, 0.0, 0.0, 0.21848980507174012, 0.6476931597577743, 0.10291215085239001]",front
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,7,6,"[0.19824920424689657, 0.0, 0.0, 0.19076095574292012, 0.514669133132982, 0.09632070687720128]",front
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,7,6,"[0.0, 0.0990863026823194, 0.0, 0.10419856583630614, 0.4487232992894945, 0.3479918321918799]",front
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,7,7,"[0.0, 0.0, 0.20906654704280714, 0.0, 0.1955313936350422, 0.5954020593221506]",top-down
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,7,7,"[0.0, 0.0, 0.0, 0.0, 0.19484348849403743, 0.8051565115059625]",top-down
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,7,7,"[0.0, 0.0, 0.1667124318323512, 0.09053181652202724, 0.18374035433790792, 0.5590153973077138]",top-down
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,7,7,"[0.04450602961181407, 0.0, 0.0, 0.0, 0.09923869128272257, 0.8562552791054634]",back
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,7,7,"[0.0, 0.0, 0.0, 0.18746149686422656, 0.0912986560931127, 0.7212398470426606]",back
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,7,7,"[0.0, 0.0, 0.0, 0.1524068911940429, 0.3300304180283231, 0.517562690777634]",back
