image_path,filename,viewpoint,true_level,predicted_level,confidence,analysis_time,stage_scores,success,error
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\6-Back_jpg.rf.0efecc6ac0b69769379078787bd5a49c.jpg,6-Back_jpg.rf.0efecc6ac0b69769379078787bd5a49c.jpg,back,5,6.0,0.308,1.8455615043640137,"{'6.0': 0.308, '2.0': 0.298, '4.0': 0.198, '3.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\12-Front_jpg.rf.b401e21f3952f499bc14d5e590eb900c.jpg,12-Front_jpg.rf.b401e21f3952f499bc14d5e590eb900c.jpg,front,5,4.0,0.4,1.7972826957702637,"{'7.0': 0.207, '4.0': 0.4, '5.0': 0.197, '6.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,26-Right_jpg.rf.45329ef32fd3c12868e1b7ec9352ae0d.jpg,right,5,4.0,0.497,1.824763298034668,"{'5.0': 0.102, '2.0': 0.202, '4.0': 0.497, '6.0': 0.199}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_5\LEVEL_5\10-Top-Down_jpg.rf.cbedc260ae70ecbc19e13d8d09e1c3bc.jpg,10-Top-Down_jpg.rf.cbedc260ae70ecbc19e13d8d09e1c3bc.jpg,top-down,5,4.0,0.506,1.7995412349700928,"{'4.0': 0.506, '5.0': 0.298, '6.0': 0.197}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,left,6,2.0,0.302,1.7941303253173828,"{'6.0': 0.299, '3.0': 0.101, '2.0': 0.302, '5.0': 0.1, '7.0': 0.198}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,front,6,5.0,0.291,1.8093376159667969,"{'7.0': 0.216, '5.0': 0.291, '4.0': 0.199, '6.0': 0.099, '3.0': 0.195}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,left,6,6.0,0.402,1.812241554260254,"{'6.0': 0.402, '4.0': 0.199, '2.0': 0.3, '7.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\21-Top-Down_jpg.rf.d70576954371112622924065ca092293.jpg,21-Top-Down_jpg.rf.d70576954371112622924065ca092293.jpg,top-down,6,5.0,0.407,1.819969654083252,"{'5.0': 0.407, '6.0': 0.298, '7.0': 0.197, '4.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\30-Right_jpg.rf.3d03b4e325865c798e8eb855471e0ff1.jpg,30-Right_jpg.rf.3d03b4e325865c798e8eb855471e0ff1.jpg,right,6,6.0,0.303,1.79351806640625,"{'4.0': 0.298, '6.0': 0.303, '2.0': 0.301, '5.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,top-down,6,7.0,0.402,1.8122045993804932,"{'7.0': 0.402, '5.0': 0.399, '6.0': 0.1, '4.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,front,6,2.0,0.411,1.8184771537780762,"{'6.0': 0.205, '2.0': 0.411, '7.0': 0.288, '4.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,front,6,6.0,0.482,1.8601295948028564,"{'5.0': 0.213, '7.0': 0.106, '3.0': 0.199, '6.0': 0.482}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\19-Top-Down_jpg.rf.f7906d5c88f97486367e1b1557f774d3.jpg,19-Top-Down_jpg.rf.f7906d5c88f97486367e1b1557f774d3.jpg,top-down,6,6.0,0.4,1.791471004486084,"{'4.0': 0.209, '6.0': 0.4, '7.0': 0.198, '2.0': 0.194}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,top-down,6,6.0,0.704,1.7852773666381836,"{'6.0': 0.704, '7.0': 0.296}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\20-Back_jpg.rf.8f72a64acdcc031815fa1266094187e7.jpg,20-Back_jpg.rf.8f72a64acdcc031815fa1266094187e7.jpg,back,6,4.0,0.701,1.8188927173614502,"{'4.0': 0.701, '6.0': 0.203, '3.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,left,6,4.0,0.404,1.7979049682617188,"{'4.0': 0.404, '3.0': 0.397, '7.0': 0.099, '5.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,top-down,6,7.0,0.412,1.8116207122802734,"{'7.0': 0.412, '5.0': 0.299, '6.0': 0.288}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\20-Back_jpg.rf.f5dabda107aeaf04a8af0db4441ae4b1.jpg,20-Back_jpg.rf.f5dabda107aeaf04a8af0db4441ae4b1.jpg,back,6,4.0,0.602,1.8967692852020264,"{'4.0': 0.602, '3.0': 0.2, '6.0': 0.198}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,top-down,6,6.0,0.497,1.8932974338531494,"{'5.0': 0.104, '7.0': 0.203, '6.0': 0.497, '4.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,front,6,3.0,0.403,1.8390586376190186,"{'5.0': 0.208, '7.0': 0.105, '3.0': 0.403, '6.0': 0.096, '4.0': 0.188}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,right,6,6.0,0.403,1.8724033832550049,"{'6.0': 0.403, '4.0': 0.3, '5.0': 0.099, '2.0': 0.198}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\21-Top-Down_jpg.rf.de50f6e0871193d5a8436ee2e2a35004.jpg,21-Top-Down_jpg.rf.de50f6e0871193d5a8436ee2e2a35004.jpg,top-down,6,6.0,0.595,1.8090157508850098,"{'5.0': 0.405, '6.0': 0.595}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,left,6,4.0,0.402,1.824937343597412,"{'4.0': 0.402, '5.0': 0.106, '7.0': 0.299, '2.0': 0.193}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_6\LEVEL_6\30-Right_jpg.rf.e2393044c2ee3946c37fca2d66eea301.jpg,30-Right_jpg.rf.e2393044c2ee3946c37fca2d66eea301.jpg,right,6,6.0,0.392,1.796663761138916,"{'2.0': 0.31, '3.0': 0.103, '6.0': 0.392, '4.0': 0.195}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,left,7,6.0,0.308,1.874772548675537,"{'6.0': 0.308, '4.0': 0.103, '3.0': 0.101, '2.0': 0.294, '5.0': 0.194}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,right,7,5.0,0.509,1.810520887374878,"{'5.0': 0.509, '2.0': 0.198, '6.0': 0.293}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,back,7,7.0,0.808,1.8463878631591797,"{'7.0': 0.808, '5.0': 0.097, '6.0': 0.095}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,top-down,7,7.0,0.587,1.7802176475524902,"{'6.0': 0.313, '7.0': 0.587, '4.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,left,7,7.0,0.801,1.7733886241912842,"{'7.0': 0.801, '5.0': 0.101, '3.0': 0.098}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,left,7,7.0,0.421,1.8012769222259521,"{'7.0': 0.421, '6.0': 0.103, '5.0': 0.292, '3.0': 0.094, '4.0': 0.09}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,top-down,7,7.0,0.596,1.8260645866394043,"{'7.0': 0.596, '6.0': 0.404}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,back,7,7.0,0.506,1.7955071926116943,"{'7.0': 0.506, '5.0': 0.396, '6.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,left,7,7.0,0.402,1.827073335647583,"{'7.0': 0.402, '5.0': 0.101, '2.0': 0.301, '3.0': 0.196}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,front,7,6.0,0.7,1.8410842418670654,"{'6.0': 0.7, '7.0': 0.203, '3.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,top-down,7,7.0,0.797,1.7814576625823975,"{'7.0': 0.797, '6.0': 0.203}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,right,7,2.0,0.298,1.8020679950714111,"{'7.0': 0.204, '6.0': 0.201, '3.0': 0.297, '2.0': 0.298}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,top-down,7,7.0,0.602,1.7900066375732422,"{'7.0': 0.602, '6.0': 0.299, '4.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,top-down,7,7.0,0.408,1.7966647148132324,"{'7.0': 0.408, '4.0': 0.296, '6.0': 0.296}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,left,7,6.0,0.397,1.812695026397705,"{'7.0': 0.309, '6.0': 0.397, '5.0': 0.2, '3.0': 0.093}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\17-Right_jpg.rf.518698383fd422b3a86750473b94eb12.jpg,17-Right_jpg.rf.518698383fd422b3a86750473b94eb12.jpg,right,7,3.0,0.3,1.837388277053833,"{'5.0': 0.2, '6.0': 0.201, '4.0': 0.299, '3.0': 0.3}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,front,7,6.0,0.516,1.7965984344482422,"{'6.0': 0.516, '4.0': 0.194, '3.0': 0.194, '7.0': 0.097}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,back,7,7.0,0.701,1.7945315837860107,"{'5.0': 0.103, '7.0': 0.701, '6.0': 0.099, '2.0': 0.096}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,left,7,6.0,0.494,1.7995693683624268,"{'7.0': 0.407, '6.0': 0.494, '5.0': 0.099}",True,
C:\Users\301\Desktop\test_data_set_all_pointview\level_7\LEVEL_7\4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,front,7,7.0,0.393,1.8590033054351807,"{'6.0': 0.304, '3.0': 0.205, '7.0': 0.393, '5.0': 0.098}",True,
