image_path,filename,true_stage,pred_stage,probs,viewpoint
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,6,6,"[0.0, 0.10180782891504897, 0.15638281170194965, 0.10594622241836522, 0.48116046926459827, 0.15470266770003793]",left
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,6,6,"[0.0, 0.0, 0.25461445361999613, 0.0, 0.4546100186476656, 0.2907755277323383]",left
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,6,6,"[0.0, 0.0, 0.0, 0.0, 0.5154712241813477, 0.4845287758186524]",top-down
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,6,7,"[0.0, 0.0, 0.0, 0.04579712357514742, 0.43401602750021057, 0.5201868489246418]",top-down
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,6,6,"[0.0, 0.0, 0.04612817087658454, 0.08834726945986963, 0.5628790057065683, 0.30264555395697745]",top-down
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,6,7,"[0.0, 0.12358110098821588, 0.0, 0.0, 0.19732630184653646, 0.6790925971652477]",top-down
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,6,7,"[0.0, 0.0, 0.0, 0.15843401055820655, 0.2733506912577219, 0.5682152981840716]",top-down
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,6,6,"[0.22754988484969713, 0.10862829624572495, 0.050940753379623574, 0.0982325634196785, 0.31663737462004193, 0.198011127485234]",front
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,6,7,"[0.17331650089016143, 0.22984015568578145, 0.053741668859306306, 0.05149720713315669, 0.14125378540788547, 0.35035068202370867]",front
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,6,2,"[0.27259993557338125, 0.21332155761849153, 0.05037392208693812, 0.09914086164378713, 0.10920446299234084, 0.2553592600850611]",front
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,6,6,"[0.2684371453691803, 0.09410926738204708, 0.0, 0.211425678346855, 0.4260279089019177, 0.0]",left
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,6,6,"[0.2776854224571489, 0.19413324855310918, 0.05598526917053822, 0.09883445100458726, 0.32400413758860697, 0.04935747122600952]",left
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,6,6,"[0.28646022876413135, 0.19187395704585905, 0.05925864206905517, 0.049583085729028795, 0.4128240863919256, 0.0]",left
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,7,7,"[0.04736928765534951, 0.20658097111176202, 0.053360205384478325, 0.20159159869023893, 0.054787695974376875, 0.4363102411837943]",left
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,7,7,"[0.0, 0.0, 0.0, 0.0, 0.11078264221027152, 0.8892173577897285]",left
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,7,7,"[0.0, 0.04808228709309829, 0.09845523271616101, 0.05423474630360938, 0.05634421791547482, 0.7428835159716566]",left
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,7,6,"[0.0, 0.0, 0.1312369448803585, 0.0, 0.48110269955112317, 0.38766035556851824]",top-down
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,7,7,"[0.0, 0.0, 0.0512846878650787, 0.0, 0.26597528040646057, 0.6827400317284607]",top-down
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,7,6,"[0.0, 0.0, 0.050342846669506384, 0.1997028777820783, 0.42633590310803, 0.3236183724403853]",top-down
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,7,7,"[0.10993488974808374, 0.0, 0.0, 0.1592467729838189, 0.2843958468269933, 0.44642249044110394]",right
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,7,7,"[0.0, 0.05416253772341357, 0.0, 0.09978306352495198, 0.1394195519411557, 0.7066348468104787]",right
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,7,7,"[0.0, 0.20045416625109463, 0.05031651179256618, 0.04887771008116888, 0.264108738811438, 0.43624287306373233]",left
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,7,7,"[0.0, 0.04823946354105373, 0.10030218695014012, 0.09860066148183011, 0.2081843862905615, 0.5446733017364145]",left
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,7,7,"[0.17782245131915472, 0.04784250196570831, 0.20073158479210632, 0.0, 0.20728112628989837, 0.36632233563313227]",left
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,7,6,"[0.1689648082000004, 0.0, 0.0, 0.3454083699431196, 0.3723968190972414, 0.11323000275963854]",front
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,7,6,"[0.0, 0.05499671502762231, 0.049883058389923705, 0.049950797473070546, 0.6806763796793796, 0.16449304943000395]",front
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,7,6,"[0.0, 0.0, 0.05525539859894034, 0.10430632844876779, 0.4954636552084305, 0.3449746177438613]",front
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,7,6,"[0.0, 0.0, 0.3098258833602707, 0.055594754074619016, 0.32607719366946003, 0.30850216889565035]",top-down
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,7,7,"[0.0, 0.0, 0.10011864421449423, 0.0, 0.10430423167907914, 0.7955771241064267]",top-down
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,7,7,"[0.0, 0.0, 0.10839929875387659, 0.10085442215389778, 0.17143763913726548, 0.6193086399549602]",top-down
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,7,7,"[0.0, 0.047638934735920284, 0.04852689595742281, 0.05433781203805565, 0.14965500646076846, 0.6998413508078328]",back
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,7,7,"[0.0458581352510249, 0.0, 0.05011063469380279, 0.048723387765931575, 0.2692008046424847, 0.586107037646756]",back
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,7,7,"[0.04896408037969084, 0.049645800724740945, 0.0, 0.1064246125504566, 0.20178255785426122, 0.5931829484908505]",back
