image_path,filename,true_stage,pred_stage,probs,roi_method,regions_used
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,5,5,"[0.15663968626773808, 0.20345252829028518, 0.058718269859085986, 0.37263464632608456, 0.20855486925680616, 0.0]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,5,2,"[0.27513170743556226, 0.16954138008743316, 0.10106797826498917, 0.25193972691135885, 0.20231920730065658, 0.0]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,5,4,"[0.13423802101645538, 0.07275076424111078, 0.6686542149568253, 0.12435699978560855, 0.0, 0.0]",roi_weighted_ensemble,['sides']
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,5,5,"[0.2045868128772376, 0.043171286008704915, 0.15079115279903388, 0.4591473398446564, 0.04623469009922589, 0.09606871837114138]",roi_weighted_ensemble,['sides']
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,5,7,"[0.009384125559492487, 0.12690279716027034, 0.2011465055326831, 0.1741271334627196, 0.22535490976663203, 0.26308452851820235]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,6,6,"[0.08884444958910505, 0.12353534282564932, 0.0912500265855801, 0.08031883684410217, 0.6160513441555635, 0.0]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,6,5,"[0.09295046208066723, 0.1984465653804976, 0.05632615465450949, 0.2791595635421443, 0.25168796159088375, 0.12142929275129762]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,6,2,"[0.38672117826301866, 0.07449195766057357, 0.2429352463610754, 0.15429021202238666, 0.12063694243601902, 0.020924463256926686]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,6,2,"[0.338413839645756, 0.17979075785493348, 0.0, 0.07537746831529396, 0.19207444789248687, 0.21434348629152955]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,6,2,"[0.27972929031147575, 0.21031713951913444, 0.11179068399849248, 0.03825244323916116, 0.22002523885953154, 0.13988520407220464]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,6,6,"[0.14275245472657772, 0.04935410618633493, 0.11441390646476157, 0.22228062748604102, 0.3046775650279985, 0.16652134010828645]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,6,6,"[0.0, 0.08317187257294173, 0.06438688978692447, 0.18976242677212188, 0.49963550333838663, 0.16304330752962531]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,6,6,"[0.0776757076373722, 0.1161743628416296, 0.04942011608218459, 0.16439320752845804, 0.4728197435287982, 0.1195168623815574]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,6,3,"[0.17282940509339534, 0.2733949036576388, 0.08121083925245642, 0.11683464749914493, 0.2633084825859231, 0.0924217219114414]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,6,7,"[0.0, 0.013909238797835753, 0.02449414675160222, 0.06489809599133366, 0.2177090781239368, 0.6789894403352917]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,6,7,"[0.02933934797590785, 0.0, 0.030164237664772595, 0.009497375449573874, 0.10494853835738167, 0.8260505005523641]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,6,6,"[0.0, 0.008117148405615327, 0.08984290485489771, 0.13546012416340245, 0.38329446085864616, 0.3832853617174384]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,6,7,"[0.0, 0.3389125841442041, 0.0, 0.020049900249213007, 0.011622727198700075, 0.6294147884078827]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,6,7,"[0.0, 0.0, 0.023960341147146683, 0.2718321086283972, 0.3310649187126118, 0.37314263151184446]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,6,7,"[0.0, 0.05848514937416315, 0.052497691383857306, 0.052525068947045644, 0.28618252184467385, 0.5503095684502601]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,6,7,"[0.0, 0.04299292998164936, 0.13619898319741608, 0.076874997739918, 0.2995887247536024, 0.4443443643274142]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,6,7,"[0.02885068352690658, 0.33299650269812076, 0.03577888168606838, 0.0, 0.2625287248249434, 0.339845207263961]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,6,4,"[0.16456388264328614, 0.13896405938620246, 0.24548951423437793, 0.07034795729357034, 0.18408943477783513, 0.19654515166472802]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,6,7,"[0.06723595848317758, 0.0765491560545529, 0.09318478328382876, 0.18024441426926538, 0.29129725795550443, 0.2914884299536709]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,6,7,"[0.08653377426389916, 0.12343575265381926, 0.12190571190197945, 0.14260420918466676, 0.17749341863309237, 0.3480271333625431]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,7,7,"[0.009295497276672834, 0.14187559549910014, 0.14044293417828113, 0.24710178536011942, 0.2136914405070588, 0.24759274717876772]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,7,6,"[0.009042429374145546, 0.09020903403166954, 0.010244008718829986, 0.09766935108833116, 0.4074236568424152, 0.38541151994460865]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,7,5,"[0.2237890287447643, 0.05827454678037152, 0.19524205827947713, 0.24463460028489137, 0.11957886109829363, 0.158480904812202]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,7,7,"[0.0, 0.010533548436041776, 0.00866502590412563, 0.08331085231342836, 0.1606459970135506, 0.7368445763328536]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,7,7,"[0.0, 0.0, 0.0, 0.010613028022158202, 0.046665775063564646, 0.9427211969142772]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,7,7,"[0.009852940892021139, 0.06504248586958641, 0.0, 0.07498268303923541, 0.31358701040642684, 0.5365348797927302]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,7,7,"[0.06384675364563572, 0.046023500897153964, 0.05365302799557996, 0.1282125250460118, 0.27946369485062744, 0.42880049756499106]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,7,6,"[0.0, 0.028774738006802227, 0.008937646041293148, 0.17911895913802464, 0.4723407835874871, 0.31082787322639305]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,7,7,"[0.0, 0.0, 0.009636897949392938, 0.2670351668115792, 0.1874722042498763, 0.5358557309891516]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,7,7,"[0.152488722342451, 0.03869289493940111, 0.018962537640623917, 0.10643175470759918, 0.27830344649069944, 0.4051206438792254]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,7,7,"[0.155133710838267, 0.03904642949813256, 0.06525800645643332, 0.2604646124377353, 0.20343834628367344, 0.2766588944857586]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,7,2,"[0.32312658320562726, 0.2117851633757098, 0.24249597487327595, 0.07294978357023434, 0.10397262905446707, 0.04566986592068548]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,7,6,"[0.1809811340174666, 0.15473023458836635, 0.0, 0.21553904044664535, 0.36065197083294, 0.08809762011458175]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,7,4,"[0.1882665697256165, 0.07357303535644841, 0.3345282776577211, 0.034567049158523655, 0.23220683643092432, 0.13685823167076602]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,7,7,"[0.0, 0.17823121226225913, 0.11131506658665696, 0.04730029235029969, 0.07481816425630902, 0.5883352645444754]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,7,7,"[0.0, 0.130513129844716, 0.021543692128878376, 0.11434646796952215, 0.20031480665672124, 0.5332819034001622]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,7,7,"[0.0, 0.15711386393909027, 0.08403399977512219, 0.19631647142023623, 0.11048460402903104, 0.45205106083652036]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,7,3,"[0.18151838345498378, 0.28409612749822094, 0.15288354960324868, 0.09503964157582778, 0.051931501933106854, 0.23453079593461212]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,7,6,"[0.02844742623161564, 0.009910483704353686, 0.0, 0.2832276680422327, 0.4173647481161548, 0.2610496739056432]",roi_weighted_ensemble,"['core', 'sides']"
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,7,4,"[0.08736952587244967, 0.10783121216366696, 0.30250993519648034, 0.17079355073945054, 0.15768774894146084, 0.17380802708649168]",roi_weighted_ensemble,"['core', 'sides']"
