image_path,filename,true_stage,pred_stage,probs,tta_method,viewpoint,scales_used,conv_scales,vit_scales
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.b571856e028b8294ef93501195b25b05.jpg,7-Back_jpg.rf.b571856e028b8294ef93501195b25b05.jpg,5,6,"[0.047890533770736904, 0.09687748550448264, 0.0, 0.24674406784106032, 0.5126952240429695, 0.09579268884075061]",multiscale_tta,back,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,7-Back_jpg.rf.ec790d99742254d7a9462098e1e1dc2b.jpg,5,5,"[0.20463911018012695, 0.0, 0.047545392236993965, 0.44343613203508214, 0.304379365547797, 0.0]",multiscale_tta,back,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_5\7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,7-Back_jpg.rf.f592502d2a585b362e57b1603e1341f7.jpg,5,5,"[0.0, 0.29969367157761295, 0.1385444892938281, 0.4027877016625785, 0.10697004279962748, 0.05200409466635298]",multiscale_tta,back,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,8-Top-Down_jpg.rf.042fba88bc4051168aefb0e8be6fc102.jpg,5,7,"[0.0, 0.0, 0.10450989297898042, 0.21948497933944777, 0.13989831193871016, 0.5361068157428617]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,8-Top-Down_jpg.rf.64eb924e3b25c504e6a195874d9b1b86.jpg,5,7,"[0.09316287417972684, 0.09756432714451131, 0.219152085212911, 0.20349519689111742, 0.04813661957701219, 0.33848889699472134]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_5\8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,8-Top-Down_jpg.rf.ab2f489effed6fc25df79f5eceddd0b2.jpg,5,3,"[0.0, 0.35843486196453206, 0.0, 0.3021879439717508, 0.0, 0.339377194063717]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,14-Right_jpg.rf.5755ea4784490b9ed9dc259d99cf4c98.jpg,6,6,"[0.10124723625863334, 0.0, 0.0, 0.20476361858585954, 0.5989213481333946, 0.0950677970221126]",multiscale_tta,right,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,14-Right_jpg.rf.59b634c172e1e95cf3e0822f58fa001a.jpg,6,6,"[0.0, 0.0, 0.13883865482599048, 0.04535017449665574, 0.6202712306981799, 0.19553993997917385]",multiscale_tta,right,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,14-Right_jpg.rf.8db655d1ea07b8fea45c50c240cfac23.jpg,6,6,"[0.0, 0.0, 0.16005796738154432, 0.15814545432698449, 0.5474986018592763, 0.13429797643219485]",multiscale_tta,right,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,15-Front_jpg.rf.7419e05e1b0ee097c4a9536b83b9d515.jpg,6,2,"[0.2912181427003265, 0.15292198571278295, 0.08335829640393358, 0.27588388700328037, 0.1347456742635645, 0.06187201391611219]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,15-Front_jpg.rf.9e3f471168ba74e36ad1915902aabb79.jpg,6,5,"[0.2366790391076625, 0.08479509560023335, 0.10015285518546191, 0.25244643742812345, 0.14947894282084295, 0.1764476298576758]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,15-Front_jpg.rf.aed90f989d1e46c98f0be6d70256cba9.jpg,6,6,"[0.22729878255594602, 0.0, 0.0844689437441139, 0.23407867092827953, 0.2530903546431129, 0.2010632481285477]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,16-Left_jpg.rf.2bf885d2a121a8c3aa5f90bc68112c78.jpg,6,6,"[0.0, 0.04002491722115164, 0.21630637113544543, 0.024535709454044256, 0.6536174682863051, 0.06551553390305355]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,16-Left_jpg.rf.822c3034409e63a999df99f7d1dbcf29.jpg,6,6,"[0.044259652220252105, 0.0, 0.2743102943931134, 0.09643573434152831, 0.5449907284928375, 0.040003590552268625]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,16-Left_jpg.rf.d4d027c8d5a7175e385cffc7b9e7f115.jpg,6,6,"[0.0, 0.0, 0.03647410396944806, 0.02203691570638165, 0.7518142486633835, 0.18967473166078683]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,18-Top-Down_jpg.rf.29ac333246b3d89a0e31eddcb4b6abf3.jpg,6,6,"[0.0, 0.0, 0.0, 0.0, 0.6877802132541463, 0.31221978674585366]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,18-Top-Down_jpg.rf.4b492d220f19edb0446c77912fbecf35.jpg,6,7,"[0.0, 0.0, 0.0, 0.13985332917610965, 0.23234568929798297, 0.6278009815259074]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,18-Top-Down_jpg.rf.c6577990952636c5efdabefbe03968e2.jpg,6,7,"[0.0, 0.0, 0.04655182853406591, 0.15717877904891062, 0.35779058388813284, 0.43847880852889065]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,19-Top-Down_jpg.rf.3378439291d01c5537dc627f08d024f1.jpg,6,6,"[0.0, 0.07254930909546711, 0.0, 0.056036016290079295, 0.46952426973890765, 0.40189040487554595]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,19-Top-Down_jpg.rf.dc81ed490150745dfcfc96187177bfe1.jpg,6,6,"[0.0, 0.0, 0.0, 0.1437692731697825, 0.45160931636862217, 0.40462141046159533]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,2-Front_jpg.rf.31d4019ae5cfe9936e69fb3a594ec6b9.jpg,6,7,"[0.17070771761153644, 0.08567488323611659, 0.0, 0.0, 0.30045884710992066, 0.4431585520424264]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,2-Front_jpg.rf.35a1daac3f54ab52a84b6a45e7845bd1.jpg,6,7,"[0.047697316788317054, 0.32033208764986854, 0.045530146260442654, 0.09996542066161498, 0.045490556365613416, 0.4409844722741433]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,2-Front_jpg.rf.4d90ec348ee41e091beddd2fd8a8545d.jpg,6,7,"[0.17818964529590714, 0.21938320787584678, 0.05005447119374822, 0.048433211567769655, 0.21090532099987525, 0.2930341430668529]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,5-Left_jpg.rf.6c3fdd47d53b4dace72d78b20c5a68d9.jpg,6,6,"[0.13051802538494, 0.17130736769846355, 0.0, 0.0, 0.575076830317255, 0.12309777659934135]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,5-Left_jpg.rf.86c135046f9265cffd4f4d15e970b15a.jpg,6,6,"[0.28749637732492095, 0.0, 0.2716714588807306, 0.09638950427141933, 0.3444426595229292, 0.0]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_6\5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,5-Left_jpg.rf.e6f4ad09c977efe9539e9771e201e345.jpg,6,6,"[0.04163652230853839, 0.08954914057593585, 0.09908179866784915, 0.09129094639283122, 0.5513758412972153, 0.12706575075763007]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,15-Left_jpg.rf.0b4bbb57f90e676bea5530cfba3f4146.jpg,7,7,"[0.049886105532844095, 0.03972820383720783, 0.08291145792331962, 0.15367490572120765, 0.14842435952359598, 0.5253749674618249]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,15-Left_jpg.rf.2215c0cef818a7c01d98c2a37a74d346.jpg,7,7,"[0.0, 0.0, 0.0, 0.0, 0.07746531369413856, 0.9225346863058614]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,15-Left_jpg.rf.8e1e9bfe10f153b7d5b7a13b5732e673.jpg,7,7,"[0.0, 0.04874198084372647, 0.04998287765735246, 0.047882728315778965, 0.17947091565070217, 0.67392149753244]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,16-Top-Down_jpg.rf.28c109f61048165329897ff8e9cee266.jpg,7,6,"[0.0, 0.0, 0.08584735156394693, 0.0, 0.5610981307170201, 0.35305451771903296]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,16-Top-Down_jpg.rf.2b0f4ff7ee9b8db3296cf095958a1cc0.jpg,7,7,"[0.0, 0.0, 0.0, 0.09382948413858207, 0.3312167082289861, 0.5749538076324319]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,16-Top-Down_jpg.rf.4f16652706f19bbb0429722fa0bb3464.jpg,7,7,"[0.0, 0.0, 0.05110336642338652, 0.0, 0.4634280967083028, 0.4854685368683106]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,17-Right_jpg.rf.845742f077d66719bb856bc2dcb04c4a.jpg,7,7,"[0.0, 0.03600364966376968, 0.0, 0.24357272406558209, 0.26899625163829693, 0.4514273746323513]",multiscale_tta,right,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,17-Right_jpg.rf.b996a5b38944a1c3cd53d24d77005fe2.jpg,7,7,"[0.0, 0.044441756604043495, 0.0, 0.12234503638082025, 0.20150521336179142, 0.6317079936533448]",multiscale_tta,right,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,2-Left_jpg.rf.52c422a59c8cd3ab43d09f5f2bfa1168.jpg,7,7,"[0.0, 0.09665446147805495, 0.0, 0.04839622032641255, 0.29568801594751104, 0.5592613022480214]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,2-Left_jpg.rf.9700d1e1d22486b69df30cfdbd7ca19e.jpg,7,7,"[0.0, 0.0, 0.0, 0.05076301458475848, 0.2867330021210244, 0.6625039832942171]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,2-Left_jpg.rf.a076e6c4f6c377855088653a97ea859f.jpg,7,7,"[0.15744392635345625, 0.05153675120215671, 0.09314175682400412, 0.09571753323311442, 0.1421471171062001, 0.4600129152810683]",multiscale_tta,left,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,4-Front_jpg.rf.9231a3b9adb03d54d2d66032c995a255.jpg,7,6,"[0.031874621437283146, 0.0, 0.0, 0.28939265864361535, 0.6052603156151918, 0.0734724043039097]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,4-Front_jpg.rf.a885b5c6a5b5ad3f9c96a7cf421d398c.jpg,7,6,"[0.0, 0.0, 0.0, 0.238757419263411, 0.6196072630130564, 0.14163531772353266]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,4-Front_jpg.rf.e83a1aac35a377ac637479f10cc0c84a.jpg,7,6,"[0.0, 0.10202042060278155, 0.0, 0.10274519276573496, 0.5419971869767243, 0.25323719965475927]",multiscale_tta,front,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,4-Top-Down_jpg.rf.73b984803245d66549bdbcac8be9c8fa.jpg,7,7,"[0.0, 0.0, 0.2129442433023038, 0.0, 0.20103766676363002, 0.5860180899340662]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,4-Top-Down_jpg.rf.768be95b49ec2a0ed0e7aabbc9296166.jpg,7,7,"[0.0, 0.0, 0.0, 0.0, 0.23880680669316817, 0.7611931933068319]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,4-Top-Down_jpg.rf.db98bb62f24bc5f2f6e4044f63456ec2.jpg,7,7,"[0.0, 0.0, 0.20951653339704449, 0.1393594200704718, 0.15216205131548247, 0.4989619952170012]",multiscale_tta,top-down,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,5-Back_jpg.rf.5b1157b45cb542eb4337e696ea5431b4.jpg,7,7,"[0.04452215781684626, 0.0, 0.0, 0.0, 0.09074472776425502, 0.8647331144188987]",multiscale_tta,back,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,5-Back_jpg.rf.c4b4aa12941587971c71ce5b5f8a6601.jpg,7,7,"[0.0, 0.0, 0.0, 0.18815224708485978, 0.09129865609311272, 0.7205490968220275]",multiscale_tta,back,"[256, 384]","[256, 384]",[224]
C:\Users\301\Desktop\classification_test\level_7\5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,5-Back_jpg.rf.f7958df24dc025f3cdb6e39e3bc5e4bd.jpg,7,7,"[0.0, 0.0, 0.0, 0.15194283802737693, 0.2838845455674368, 0.5641726164051862]",multiscale_tta,back,"[256, 384]","[256, 384]",[224]
